Food Category,Meal Type,Calories,Protein,Carbs,Fat,Saturated Fat,Fiber,Sugar,Sodium,Water,calorie_level,protein_level,fiber_level,prot_ratio,carb_ratio,fat_ratio,fiber_per_100kcal,sugar_per_100kcal,density_kcal_100g,satiety_index,balance_score
Beverages,Breakfast,399.0,4.1,13.9,33.5,6.49,8.4,39.5,979.0,876.0,Élevé,Faible,Élevé,0.04110275689223057,0.1393483709273183,0.7556390977443609,2.1052631578947367,9.899749373433583,3.99,8.571142284569138,0.7106063067213175
Beverages,Lunch,320.0,1.4,27.9,11.0,1.9,0.5,26.1,223.0,554.0,Élevé,Faible,Faible,0.017499999999999998,0.34875,0.309375,0.15625,8.15625,3.2,5.15952380952381,0.7109001456288042
Dairy,Breakfast,477.0,11.1,41.7,3.3,0.73,0.1,7.0,602.0,846.0,Élevé,Moyen,Faible,0.0930817610062893,0.349685534591195,0.062264150943396226,0.0209643605870021,1.4675052410901468,4.77,8.90467937608319,0.7314225874981436
Grains,Snack,502.0,7.0,34.6,19.9,3.67,7.7,45.9,217.0,313.0,Élevé,Moyen,Élevé,0.055776892430278883,0.2756972111553785,0.35677290836653386,1.5338645418326695,9.143426294820717,5.02,2.4983388704318945,0.7215975922559533
Grains,Snack,204.0,11.2,15.0,36.1,8.34,0.4,21.0,562.0,972.0,Moyen,Moyen,Faible,0.2196078431372549,0.29411764705882354,1.5926470588235295,0.19607843137254902,10.294117647058822,2.04,17.703947368421055,0.6664827141225547
Vegetables,Snack,130.0,41.7,41.9,12.8,3.08,6.1,24.4,583.0,690.0,Moyen,Élevé,Élevé,1.2830769230769232,1.2892307692307692,0.8861538461538462,4.692307692307692,18.769230769230766,1.3,32.069565217391315,0.7492107404416265
Vegetables,Snack,544.0,16.9,11.3,41.2,10.43,3.5,25.8,448.0,987.0,Élevé,Élevé,Moyen,0.12426470588235293,0.08308823529411766,0.6816176470588236,0.6433823529411764,4.742647058823529,5.44,9.520186335403725,0.7211369510778366
Dairy,Breakfast,332.0,47.6,94.8,21.2,5.12,9.6,7.0,466.0,935.0,Élevé,Élevé,Élevé,0.5734939759036145,1.1421686746987951,0.5746987951807229,2.891566265060241,2.108433734939759,3.32,23.131944444444443,0.7084098992322831
Beverages,Snack,190.0,32.2,94.3,35.6,7.56,8.8,15.4,200.0,660.0,Moyen,Élevé,Élevé,0.6778947368421053,1.9852631578947368,1.6863157894736844,4.631578947368421,8.105263157894738,1.9,23.317241379310346,0.6122005373200712
Snacks,Snack,432.0,23.2,97.1,30.0,5.71,1.6,38.0,408.0,271.0,Élevé,Élevé,Faible,0.21481481481481482,0.899074074074074,0.625,0.37037037037037035,8.796296296296296,4.32,5.005639097744361,0.6779129696518977
Meat,Dinner,368.0,47.1,98.9,30.0,6.27,2.7,41.1,781.0,568.0,Élevé,Élevé,Moyen,0.5119565217391304,1.075,0.7336956521739131,0.7336956521739131,11.168478260869565,3.68,13.959401709401712,0.6884824057073765
Snacks,Lunch,251.0,20.9,92.6,7.8,1.86,8.0,3.2,524.0,196.0,Moyen,Élevé,Élevé,0.33306772908366533,1.4756972111553783,0.2796812749003984,3.1872509960159365,1.2749003984063747,2.51,10.296296296296296,0.682020221605409
Fruits,Breakfast,458.0,23.2,24.7,18.2,4.24,4.8,37.5,833.0,858.0,Élevé,Élevé,Moyen,0.20262008733624454,0.21572052401746725,0.3576419213973799,1.0480349344978166,8.187772925764191,4.58,10.517921146953405,0.7369019363223979
Fruits,Snack,296.0,44.3,12.6,14.6,4.15,5.4,20.8,313.0,500.0,Moyen,Élevé,Élevé,0.5986486486486486,0.17027027027027025,0.44391891891891894,1.8243243243243246,7.027027027027027,2.96,17.01515151515152,0.7740927355540094
Beverages,Dinner,266.0,23.0,80.1,31.0,6.12,6.8,30.2,21.0,871.0,Moyen,Élevé,Élevé,0.3458646616541353,1.2045112781954885,1.0488721804511278,2.5563909774436087,11.353383458646615,2.66,17.193989071038253,0.6561812561073656
Fruits,Breakfast,64.0,25.6,25.7,44.2,11.01,7.6,14.4,316.0,151.0,Faible,Élevé,Élevé,1.6,1.60625,6.215625,11.875,22.5,0.64,21.28658536585366,0.5114774037720011
Grains,Breakfast,87.0,38.9,42.6,30.8,7.38,5.0,21.5,558.0,658.0,Faible,Élevé,Moyen,1.7885057471264367,1.9586206896551726,3.186206896551724,5.747126436781609,24.71264367816092,0.87,37.085561497326196,0.6366129045624215
Beverages,Snack,310.0,8.8,78.3,16.0,2.82,0.5,39.6,980.0,808.0,Élevé,Moyen,Faible,0.1135483870967742,1.0103225806451612,0.4645161290322581,0.16129032258064516,12.774193548387096,3.1,9.200000000000003,0.6681317002295973
Snacks,Dinner,161.0,45.9,38.8,38.4,10.25,3.0,8.7,576.0,188.0,Moyen,Élevé,Moyen,1.1403726708074533,0.9639751552795031,2.146583850931677,1.8633540372670807,5.403726708074533,1.61,21.107279693486586,0.6853731298659109
Vegetables,Lunch,149.0,39.8,67.2,22.3,5.52,1.1,6.8,304.0,515.0,Moyen,Élevé,Faible,1.068456375838926,1.8040268456375839,1.3469798657718122,0.738255033557047,4.563758389261745,1.49,25.859437751004013,0.6620399578149747
Fruits,Breakfast,208.0,47.8,23.3,24.2,6.44,10.0,25.0,941.0,603.0,Moyen,Élevé,Élevé,0.9192307692307692,0.4480769230769231,1.0471153846153844,4.8076923076923075,12.019230769230768,2.08,25.47077922077922,0.7643482172887712
Snacks,Dinner,462.0,40.6,85.0,20.4,4.28,2.0,37.4,2.0,542.0,Élevé,Élevé,Faible,0.3515151515151515,0.7359307359307359,0.39740259740259737,0.4329004329004329,8.095238095238095,4.62,10.334519572953738,0.7126163773849674
Beverages,Breakfast,279.0,34.0,73.2,19.3,4.13,0.5,24.6,622.0,100.0,Moyen,Élevé,Faible,0.4874551971326165,1.049462365591398,0.6225806451612904,0.17921146953405018,8.81720430107527,2.79,8.448548812664907,0.6920772114216827
Meat,Breakfast,89.0,11.7,33.2,31.6,6.34,9.6,35.3,204.0,599.0,Faible,Moyen,Élevé,0.5258426966292135,1.4921348314606744,3.1955056179775285,10.786516853932584,39.662921348314605,0.89,20.497354497354497,0.5684964803282422
Snacks,Dinner,436.0,29.0,84.7,15.7,3.33,5.4,15.9,493.0,233.0,Élevé,Élevé,Élevé,0.26605504587155965,0.7770642201834863,0.32408256880733943,1.238532110091743,3.646788990825688,4.36,7.5,0.710316911794008
Grains,Lunch,235.0,39.7,44.2,21.8,5.64,5.2,7.9,506.0,349.0,Moyen,Élevé,Élevé,0.6757446808510639,0.7523404255319149,0.8348936170212766,2.2127659574468086,3.3617021276595747,2.35,17.59402985074627,0.7262410101000695
Vegetables,Dinner,426.0,17.8,14.1,38.1,10.75,6.9,4.8,447.0,689.0,Élevé,Élevé,Élevé,0.1671361502347418,0.1323943661971831,0.8049295774647888,1.619718309859155,1.1267605633802817,4.26,10.709125475285173,0.7201854754035798
Vegetables,Lunch,75.0,8.2,41.9,16.0,3.49,1.7,6.3,918.0,849.0,Faible,Moyen,Faible,0.4373333333333333,2.2346666666666666,1.92,2.2666666666666666,8.4,0.75,28.640000000000004,0.5536620622616941
Vegetables,Snack,529.0,36.1,39.0,31.6,9.54,7.0,1.2,371.0,688.0,Élevé,Élevé,Élevé,0.2729678638941399,0.2948960302457467,0.5376181474480152,1.3232514177693762,0.22684310018903592,5.29,12.041335453100158,0.7320261570417483
Snacks,Snack,76.0,19.5,41.6,25.8,5.64,3.9,18.1,446.0,805.0,Faible,Élevé,Moyen,1.0263157894736843,2.1894736842105265,3.055263157894737,5.131578947368421,23.815789473684212,0.76,32.63636363636364,0.5582488315619943
Dairy,Snack,144.0,2.5,48.7,17.0,3.03,3.7,18.5,475.0,420.0,Moyen,Faible,Moyen,0.06944444444444445,1.3527777777777779,1.0625,2.5694444444444446,12.847222222222223,1.44,8.569672131147541,0.6209544814335229
Snacks,Lunch,149.0,47.5,84.8,16.3,3.49,6.9,40.6,10.0,703.0,Moyen,Élevé,Élevé,1.2751677852348993,2.276510067114094,0.9845637583892619,4.630872483221477,27.24832214765101,1.49,30.518072289156628,0.6779915044969218
Snacks,Breakfast,377.0,23.8,16.5,16.1,3.96,2.9,48.3,189.0,880.0,Élevé,Élevé,Moyen,0.25251989389920426,0.17506631299734748,0.3843501326259947,0.7692307692307692,12.811671087533156,3.77,11.66247379454927,0.7403472155971834
Dairy,Dinner,345.0,43.6,72.1,23.4,5.14,2.3,32.0,439.0,292.0,Élevé,Élevé,Moyen,0.5055072463768117,0.8359420289855072,0.6104347826086957,0.6666666666666666,9.27536231884058,3.45,11.334831460674156,0.7097065699675601
Beverages,Dinner,356.0,31.3,66.2,11.9,2.56,2.1,23.8,263.0,700.0,Élevé,Élevé,Moyen,0.35168539325842696,0.7438202247191011,0.3008426966292135,0.5898876404494382,6.685393258426966,3.56,13.342105263157894,0.7180251746314412
Snacks,Lunch,506.0,13.8,20.2,11.4,2.56,5.3,26.7,764.0,113.0,Élevé,Moyen,Élevé,0.1090909090909091,0.15968379446640316,0.20276679841897235,1.0474308300395256,5.276679841897233,5.06,2.5874587458745872,0.7407740505967586
Fruits,Dinner,156.0,28.3,60.6,20.9,4.41,0.8,31.4,218.0,451.0,Moyen,Élevé,Faible,0.7256410256410256,1.5538461538461539,1.2057692307692307,0.5128205128205129,20.128205128205128,1.56,16.43359375,0.6497358925889616
Vegetables,Lunch,352.0,36.4,11.6,39.5,10.8,4.3,37.0,638.0,352.0,Élevé,Élevé,Moyen,0.41363636363636364,0.1318181818181818,1.0099431818181819,1.221590909090909,10.511363636363637,3.52,10.252212389380531,0.727867814020669
Meat,Dinner,467.0,48.0,17.7,26.2,7.03,3.4,43.0,219.0,220.0,Élevé,Élevé,Moyen,0.41113490364025695,0.15160599571734476,0.5049250535331905,0.728051391862955,9.207708779443255,4.67,8.610229276895943,0.7506342332517331
Grains,Breakfast,213.0,46.9,29.3,46.4,14.65,5.5,1.7,428.0,992.0,Moyen,Élevé,Élevé,0.8807511737089202,0.5502347417840375,1.96056338028169,2.5821596244131455,0.7981220657276995,2.13,32.073482428115014,0.7020257640624424
Snacks,Lunch,137.0,25.2,50.1,26.9,5.7,6.5,35.3,253.0,989.0,Moyen,Élevé,Élevé,0.7357664233576642,1.4627737226277373,1.7671532846715328,4.744525547445255,25.76642335766423,1.37,29.223628691983116,0.6425474206706971
Fruits,Breakfast,57.0,29.6,56.7,45.0,9.59,5.8,36.1,608.0,607.0,Faible,Élevé,Élevé,2.0771929824561406,3.978947368421053,7.105263157894737,10.17543859649123,63.33333333333334,0.57,34.242038216560516,0.34014189841135456
Beverages,Lunch,268.0,9.3,9.6,36.2,8.81,0.9,16.6,711.0,915.0,Moyen,Moyen,Faible,0.13880597014925375,0.14328358208955225,1.215671641791045,0.33582089552238803,6.1940298507462686,2.68,13.80163043478261,0.6897442820404114
Dairy,Snack,221.0,32.3,29.9,21.6,5.23,2.6,27.1,258.0,886.0,Moyen,Élevé,Moyen,0.5846153846153845,0.5411764705882353,0.8796380090497737,1.1764705882352942,12.262443438914028,2.21,21.97819314641745,0.7230468432936779
Grains,Lunch,554.0,7.3,53.0,38.7,6.86,1.6,48.8,299.0,656.0,Élevé,Moyen,Faible,0.05270758122743682,0.38267148014440433,0.6287003610108304,0.2888086642599278,8.808664259927797,5.54,4.08868501529052,0.6959016838914835
Dairy,Breakfast,504.0,30.5,28.7,13.3,4.01,6.9,1.6,905.0,189.0,Élevé,Élevé,Élevé,0.24206349206349206,0.22777777777777777,0.23750000000000002,1.369047619047619,0.3174603174603175,5.04,7.448675496688743,0.7490426242665822
Beverages,Snack,374.0,7.5,14.6,34.4,7.26,9.0,35.4,350.0,594.0,Élevé,Moyen,Élevé,0.08021390374331551,0.15614973262032086,0.827807486631016,2.406417112299465,9.46524064171123,3.74,7.126582278481014,0.710608019343722
Fruits,Snack,395.0,19.7,63.6,41.6,10.4,0.6,2.7,996.0,199.0,Élevé,Élevé,Faible,0.19949367088607595,0.6440506329113924,0.9478481012658229,0.15189873417721517,0.6835443037974683,3.95,5.923232323232324,0.67757038540145
Meat,Breakfast,372.0,6.4,50.7,44.1,7.74,5.6,50.0,255.0,941.0,Élevé,Moyen,Élevé,0.06881720430107527,0.5451612903225806,1.066935483870968,1.5053763440860213,13.440860215053762,3.72,9.095338983050848,0.66804101488443
Fruits,Lunch,50.0,10.6,26.3,11.6,2.56,3.5,12.2,652.0,216.0,Faible,Moyen,Moyen,0.848,2.104,2.0879999999999996,7.0,24.4,0.5,13.693333333333335,0.6042133713068212
Vegetables,Lunch,283.0,16.5,100.0,20.1,3.63,7.7,48.8,864.0,130.0,Moyen,Élevé,Élevé,0.2332155477031802,1.4134275618374559,0.6392226148409894,2.7208480565371023,17.24381625441696,2.83,3.7911227154047,0.6528205590081139
Beverages,Dinner,216.0,24.0,55.6,8.3,1.81,5.4,16.4,37.0,433.0,Moyen,Élevé,Élevé,0.4444444444444444,1.0296296296296297,0.3458333333333333,2.5,7.592592592592592,2.16,14.25632911392405,0.7128523995872654
Beverages,Snack,93.0,3.9,74.2,31.3,5.28,9.3,39.5,933.0,605.0,Faible,Faible,Élevé,0.16774193548387095,3.1913978494623656,3.029032258064516,10.0,42.47311827956989,0.93,15.409326424870466,0.4326713235640387
Dairy,Dinner,161.0,13.0,98.3,17.5,3.22,3.9,25.3,962.0,133.0,Moyen,Moyen,Moyen,0.32298136645962733,2.4422360248447204,0.9782608695652174,2.422360248447205,15.714285714285714,1.61,5.816091954022989,0.5770346097995311
Snacks,Breakfast,363.0,39.4,21.2,8.1,2.1,7.3,33.1,419.0,904.0,Élevé,Élevé,Élevé,0.43415977961432506,0.23360881542699724,0.20082644628099172,2.0110192837465566,9.118457300275482,3.63,17.38876889848812,0.7679391099307158
Dairy,Lunch,357.0,14.5,88.1,38.7,7.2,7.5,28.2,339.0,419.0,Élevé,Moyen,Élevé,0.16246498599439776,0.9871148459383753,0.9756302521008404,2.100840336134454,7.899159663865547,3.57,7.218818380743983,0.6565463529515453
Snacks,Lunch,59.0,17.2,94.2,42.8,8.2,8.5,21.7,581.0,266.0,Faible,Élevé,Élevé,1.1661016949152543,6.386440677966102,6.5288135593220336,14.40677966101695,36.779661016949156,0.59,19.364779874213838,0.15729807682311545
Vegetables,Breakfast,452.0,18.9,87.7,17.5,4.34,9.7,2.0,355.0,682.0,Élevé,Élevé,Élevé,0.16725663716814157,0.7761061946902655,0.34845132743362833,2.146017699115044,0.4424778761061947,4.52,10.898550724637682,0.7045929360983231
Vegetables,Breakfast,440.0,9.6,53.5,14.2,2.72,5.7,21.0,507.0,964.0,Élevé,Moyen,Élevé,0.08727272727272727,0.4863636363636364,0.29045454545454547,1.2954545454545454,4.7727272727272725,4.4,10.381481481481481,0.7145477950083818
Grains,Dinner,173.0,31.0,28.9,19.2,4.88,1.6,13.0,254.0,555.0,Moyen,Élevé,Faible,0.7167630057803468,0.6682080924855491,0.9988439306358381,0.9248554913294799,7.514450867052023,1.73,20.560439560439562,0.7209068064599243
Beverages,Lunch,274.0,11.5,29.3,4.9,1.15,1.5,6.6,848.0,765.0,Moyen,Moyen,Faible,0.1678832116788321,0.42773722627737226,0.16094890510948906,0.5474452554744526,2.4087591240875907,2.74,13.093582887700535,0.729860197709259
Meat,Snack,126.0,36.3,80.4,9.3,1.97,1.4,27.3,876.0,934.0,Moyen,Élevé,Faible,1.1523809523809523,2.5523809523809526,0.6642857142857143,1.111111111111111,21.666666666666668,1.26,33.59734513274337,0.6536864276721372
Dairy,Snack,353.0,40.0,82.9,19.6,4.3,1.6,18.9,777.0,824.0,Élevé,Élevé,Faible,0.45325779036827196,0.9393767705382436,0.49971671388101985,0.453257790368272,5.354107648725212,3.53,16.955849889624727,0.7042675098650106
Beverages,Dinner,556.0,48.8,5.0,38.1,11.15,3.9,50.0,54.0,594.0,Élevé,Élevé,Moyen,0.35107913669064744,0.03597122302158273,0.616726618705036,0.7014388489208634,8.992805755395684,5.56,10.15548780487805,0.7468887790650218
Meat,Lunch,308.0,35.3,63.0,47.3,10.99,8.3,12.2,253.0,433.0,Élevé,Élevé,Élevé,0.4584415584415584,0.8181818181818182,1.3821428571428571,2.6948051948051948,3.9610389610389607,3.08,14.688725490196079,0.6763196661260981
Snacks,Dinner,216.0,4.1,61.5,34.7,6.38,0.6,15.4,625.0,533.0,Moyen,Faible,Faible,0.07592592592592592,1.1388888888888888,1.4458333333333333,0.27777777777777773,7.12962962962963,2.16,8.420886075949367,0.6082825784667845
Grains,Dinner,67.0,24.6,67.9,5.4,1.17,3.8,13.5,334.0,314.0,Faible,Élevé,Moyen,1.4686567164179105,4.053731343283583,0.7253731343283583,5.671641791044776,20.149253731343283,0.67,23.526946107784436,0.6008009691312653
Meat,Lunch,237.0,12.3,52.3,44.1,8.4,5.8,35.4,213.0,487.0,Moyen,Moyen,Élevé,0.20759493670886078,0.8827004219409282,1.6746835443037975,2.4472573839662446,14.936708860759492,2.37,9.100890207715135,0.6310527340725135
Meat,Breakfast,286.0,28.3,75.1,49.5,9.91,3.8,47.9,226.0,576.0,Moyen,Élevé,Moyen,0.3958041958041958,1.0503496503496503,1.5576923076923077,1.3286713286713288,16.74825174825175,2.86,11.857512953367877,0.6384051247954673
Dairy,Snack,147.0,24.7,91.1,2.9,0.55,5.3,49.2,583.0,920.0,Moyen,Élevé,Élevé,0.672108843537415,2.47891156462585,0.17755102040816326,3.6054421768707483,33.46938775510204,1.47,24.36437246963563,0.6468452082347693
Meat,Snack,137.0,28.2,92.5,23.6,4.58,2.0,48.3,46.0,463.0,Moyen,Élevé,Faible,0.8233576642335766,2.7007299270072993,1.5503649635036496,1.4598540145985401,35.255474452554736,1.37,16.227848101265824,0.5673507954720128
Beverages,Dinner,350.0,27.1,70.7,43.5,9.57,5.3,12.3,805.0,192.0,Élevé,Élevé,Élevé,0.3097142857142857,0.808,1.1185714285714285,1.5142857142857142,3.5142857142857147,3.5,8.277777777777779,0.6727274450855915
Dairy,Dinner,196.0,44.4,12.6,18.5,5.28,2.9,19.3,48.0,172.0,Moyen,Élevé,Moyen,0.9061224489795918,0.2571428571428571,0.8494897959183674,1.4795918367346939,9.846938775510205,1.96,16.73310810810811,0.7732730297050112
Vegetables,Dinner,584.0,34.6,70.9,18.0,4.09,9.5,12.4,354.0,180.0,Élevé,Élevé,Élevé,0.236986301369863,0.4856164383561644,0.2773972602739726,1.6267123287671232,2.1232876712328768,5.84,6.941520467836258,0.7306016215662707
Snacks,Dinner,200.0,9.5,84.1,17.9,3.41,7.2,14.6,371.0,517.0,Moyen,Moyen,Élevé,0.19,1.682,0.8055,3.6,7.3,2.0,12.243333333333332,0.6292079012593662
Dairy,Snack,92.0,17.8,5.9,22.3,6.08,3.2,29.1,964.0,995.0,Faible,Élevé,Moyen,0.773913043478261,0.2565217391304348,2.181521739130435,3.4782608695652173,31.630434782608695,0.92,31.96875,0.6954966304039818
Dairy,Lunch,423.0,37.4,55.8,10.8,2.39,1.7,37.6,306.0,123.0,Élevé,Élevé,Faible,0.3536643026004728,0.5276595744680851,0.2297872340425532,0.4018912529550827,8.888888888888888,4.23,6.4302103250478,0.7343611782089182
Meat,Dinner,572.0,26.1,31.2,49.0,11.32,8.5,31.3,394.0,181.0,Élevé,Élevé,Élevé,0.18251748251748254,0.21818181818181817,0.7709790209790209,1.486013986013986,5.4720279720279725,5.72,4.845238095238096,0.7161924541664203
Dairy,Dinner,165.0,30.5,67.7,2.1,0.44,5.8,27.1,397.0,272.0,Moyen,Élevé,Élevé,0.7393939393939394,1.6412121212121213,0.11454545454545456,3.515151515151515,16.424242424242426,1.65,15.324528301886792,0.7136165214672052
Snacks,Lunch,352.0,22.3,69.2,25.0,5.38,4.6,12.2,817.0,634.0,Élevé,Élevé,Moyen,0.2534090909090909,0.7863636363636364,0.6392045454545454,1.3068181818181817,3.465909090909091,3.52,11.951327433628322,0.6927925868058215
Vegetables,Dinner,363.0,12.9,10.0,27.1,6.63,8.9,31.1,122.0,694.0,Élevé,Moyen,Élevé,0.14214876033057852,0.11019283746556474,0.671900826446281,2.4517906336088156,8.567493112947659,3.63,9.803455723542118,0.7274566086132652
Beverages,Breakfast,148.0,11.1,42.3,15.4,3.66,2.4,3.8,964.0,925.0,Moyen,Moyen,Moyen,0.3,1.1432432432432431,0.9364864864864865,1.6216216216216215,2.5675675675675675,1.48,23.439516129032256,0.6603996047799828
Dairy,Dinner,130.0,41.0,17.9,34.9,9.29,5.3,31.6,860.0,371.0,Moyen,Élevé,Élevé,1.2615384615384615,0.5507692307692307,2.416153846153846,4.076923076923077,24.307692307692307,1.3,23.613043478260874,0.7124876147916703
Fruits,Dinner,83.0,44.2,24.6,45.6,12.08,6.1,20.0,525.0,381.0,Faible,Élevé,Élevé,2.130120481927711,1.185542168674699,4.944578313253013,7.349397590361446,24.096385542168676,0.83,33.95081967213115,0.6329866096090548
Grains,Breakfast,186.0,27.0,74.1,3.9,0.8,9.5,26.0,120.0,488.0,Moyen,Élevé,Élevé,0.5806451612903226,1.5935483870967742,0.18870967741935485,5.10752688172043,13.978494623655914,1.86,17.9020979020979,0.7054006290525645
Grains,Lunch,531.0,44.4,88.8,45.7,10.89,1.3,7.9,739.0,836.0,Élevé,Élevé,Faible,0.3344632768361582,0.6689265536723163,0.7745762711864407,0.24482109227871943,1.4877589453860642,5.31,13.450079239302696,0.6970611016206437
Meat,Snack,141.0,5.4,6.5,31.9,7.3,7.1,26.0,626.0,959.0,Moyen,Moyen,Élevé,0.15319148936170213,0.18439716312056736,2.036170212765957,5.035460992907802,18.43971631205674,1.41,21.25726141078838,0.6613521667302517
Meat,Dinner,521.0,16.0,60.4,24.1,4.87,4.9,18.9,71.0,614.0,Élevé,Élevé,Moyen,0.12284069097888675,0.4637236084452975,0.41631477927063343,0.9404990403071019,3.6276391554702494,5.21,7.238325281803543,0.7116745748992921
Vegetables,Breakfast,510.0,35.6,33.7,15.5,3.94,8.1,12.6,740.0,441.0,Élevé,Élevé,Élevé,0.2792156862745098,0.2643137254901961,0.2735294117647059,1.5882352941176472,2.4705882352941178,5.1,9.89344262295082,0.7484798859444993
Beverages,Dinner,117.0,15.5,66.0,15.7,2.99,8.1,35.4,107.0,361.0,Moyen,Élevé,Élevé,0.5299145299145299,2.2564102564102564,1.2076923076923076,6.923076923076923,30.256410256410255,1.17,13.552995391705071,0.6092273055571726
Beverages,Snack,240.0,8.7,55.3,13.2,2.45,7.6,27.0,447.0,174.0,Moyen,Moyen,Élevé,0.145,0.9216666666666666,0.495,3.1666666666666665,11.25,2.4,4.523529411764706,0.6869619625454192
Grains,Snack,96.0,33.0,77.6,24.4,6.19,4.7,3.4,538.0,450.0,Faible,Élevé,Moyen,1.375,3.233333333333333,2.2875,4.895833333333334,3.5416666666666665,0.96,29.71428571428571,0.5662647489517235
Vegetables,Lunch,528.0,31.0,45.0,41.4,10.61,3.2,5.9,991.0,766.0,Élevé,Élevé,Moyen,0.23484848484848486,0.3409090909090909,0.7056818181818181,0.6060606060606061,1.1174242424242424,5.28,11.16082802547771,0.7141092639125887
Snacks,Snack,81.0,48.9,74.0,23.0,5.11,1.2,33.1,632.0,467.0,Faible,Élevé,Faible,2.4148148148148145,3.654320987654321,2.5555555555555554,1.4814814814814814,40.864197530864196,0.81,34.96132596685083,0.5960484536604281
Dairy,Lunch,299.0,32.0,86.2,29.2,5.93,3.0,33.8,423.0,730.0,Moyen,Élevé,Moyen,0.4280936454849498,1.1531772575250836,0.8789297658862877,1.0033444816053512,11.304347826086955,2.99,15.228070175438598,0.6695616280756652
Fruits,Dinner,205.0,9.1,29.5,15.5,3.06,2.3,33.4,996.0,556.0,Moyen,Moyen,Moyen,0.1775609756097561,0.5756097560975609,0.6804878048780488,1.1219512195121952,16.29268292682927,2.05,9.416393442622953,0.6933766102083114
Vegetables,Dinner,313.0,4.4,90.3,15.1,2.54,4.4,40.3,277.0,682.0,Élevé,Faible,Moyen,0.05623003194888179,1.153993610223642,0.434185303514377,1.4057507987220448,12.875399361022364,3.13,7.2469733656174355,0.6601203361162953
Dairy,Dinner,335.0,35.0,48.7,29.8,6.96,5.7,18.3,397.0,160.0,Élevé,Élevé,Élevé,0.417910447761194,0.5814925373134329,0.800597014925373,1.7014925373134329,5.462686567164179,3.35,9.671264367816093,0.7133499726992835
Grains,Snack,571.0,19.1,64.6,1.3,0.28,6.4,9.4,717.0,363.0,Élevé,Élevé,Élevé,0.13380035026269704,0.452539404553415,0.020490367775831877,1.1208406304728546,1.6462346760070052,5.71,5.894187779433682,0.7347992028200876
Meat,Lunch,160.0,4.8,36.9,49.2,8.95,2.3,28.1,306.0,813.0,Moyen,Faible,Moyen,0.12,0.9225,2.7675,1.4374999999999998,17.5625,1.6,14.946153846153848,0.5602748788518996
Meat,Lunch,286.0,28.9,69.6,5.8,1.56,0.3,1.6,211.0,703.0,Moyen,Élevé,Faible,0.4041958041958042,0.9734265734265733,0.1825174825174825,0.1048951048951049,0.5594405594405595,2.86,16.531088082901555,0.7138065590553296
Vegetables,Snack,62.0,1.2,47.2,16.7,2.74,8.8,43.3,444.0,266.0,Faible,Faible,Élevé,0.07741935483870968,3.045161290322581,2.4241935483870964,14.193548387096776,69.83870967741935,0.62,5.277777777777778,0.47393315561512656
Beverages,Breakfast,538.0,32.3,51.2,37.7,8.39,3.5,27.9,759.0,296.0,Élevé,Élevé,Moyen,0.24014869888475834,0.3806691449814127,0.6306691449814127,0.6505576208178439,5.185873605947955,5.38,6.509404388714732,0.7150079940898285
Dairy,Dinner,175.0,45.4,66.8,29.1,6.86,4.6,14.6,100.0,886.0,Moyen,Élevé,Moyen,1.0377142857142856,1.5268571428571427,1.4965714285714287,2.6285714285714286,8.342857142857143,1.75,32.36363636363637,0.6756336159652621
Meat,Snack,64.0,18.7,96.6,41.2,11.14,6.3,0.2,323.0,262.0,Faible,Élevé,Élevé,1.16875,6.0375,5.79375,9.84375,0.3125,0.64,22.426829268292682,0.2092285585348881
Dairy,Dinner,310.0,13.3,91.7,15.2,2.77,1.1,32.2,86.0,897.0,Élevé,Moyen,Faible,0.17161290322580647,1.183225806451613,0.4412903225806451,0.3548387096774194,10.38709677419355,3.1,12.041463414634148,0.6648175630698495
Fruits,Breakfast,301.0,18.7,25.6,32.5,7.29,3.3,35.5,194.0,431.0,Élevé,Élevé,Moyen,0.2485049833887043,0.3401993355481728,0.9717607973421927,1.0963455149501662,11.794019933554818,3.01,8.03990024937656,0.7009268460800919
Snacks,Breakfast,213.0,42.4,77.8,19.8,4.26,1.1,34.8,597.0,515.0,Moyen,Élevé,Faible,0.7962441314553991,1.4610328638497652,0.8366197183098593,0.5164319248826291,16.338028169014084,2.13,18.718849840255594,0.6818323090329516
Dairy,Dinner,179.0,22.3,43.0,39.8,8.34,2.4,49.3,547.0,692.0,Moyen,Élevé,Moyen,0.49832402234636874,0.9608938547486033,2.001117318435754,1.3407821229050279,27.54189944134078,1.79,15.78136200716846,0.627913785920287
Beverages,Lunch,202.0,20.3,85.2,17.3,3.26,6.5,46.3,674.0,733.0,Moyen,Élevé,Élevé,0.401980198019802,1.6871287128712873,0.7707920792079209,3.217821782178218,22.92079207920792,2.02,15.980132450331125,0.6441583639911099
Vegetables,Breakfast,53.0,17.8,28.9,20.2,4.91,3.2,8.5,971.0,822.0,Faible,Élevé,Moyen,1.3433962264150945,2.181132075471698,3.4301886792452825,6.037735849056604,16.037735849056602,0.53,38.50326797385621,0.5734420448725944
Beverages,Breakfast,215.0,39.0,57.1,6.9,1.59,1.7,20.6,118.0,767.0,Moyen,Élevé,Faible,0.7255813953488373,1.062325581395349,0.2888372093023256,0.7906976744186046,9.58139534883721,2.15,23.025396825396825,0.7317630953519987
