Food Category,Meal Type,Calories,Protein,Carbs,Fat,Saturated Fat,Fiber,Sugar,Sodium,Water
Vegetables,Lunch,287.0,33.3,73.6,39.6,8.98,5.0,11.4,496.0,402.0
Grains,Dinner,203.0,37.1,45.4,3.9,0.89,8.2,43.1,750.0,489.0
Beverages,Lunch,415.0,2.4,19.3,9.5,1.9,4.2,9.8,516.0,673.0
Meat,Dinner,295.0,43.5,16.7,18.2,6.05,3.1,1.6,508.0,337.0
Snacks,Dinner,572.0,16.0,89.4,8.2,1.54,9.5,27.8,421.0,409.0
Grains,Snack,517.0,31.4,39.7,25.3,5.79,5.3,31.5,871.0,887.0
Beverages,Lunch,590.0,28.1,42.7,31.9,7.74,7.3,9.8,657.0,756.0
Snacks,Dinner,197.0,36.2,8.6,6.8,2.06,3.7,9.3,297.0,899.0
Vegetables,Dinner,249.0,3.8,46.2,45.5,7.82,9.5,41.3,910.0,970.0
Vegetables,Dinner,520.0,5.8,21.8,42.6,8.92,7.3,12.3,517.0,943.0
Meat,Dinner,285.0,24.7,56.8,25.0,5.4,7.8,18.9,953.0,896.0
Beverages,Breakfast,298.0,26.6,64.3,1.3,0.28,2.5,14.6,983.0,638.0
Dairy,Breakfast,297.0,18.4,16.5,1.4,0.34,8.6,31.6,342.0,993.0
Vegetables,Lunch,599.0,1.5,85.4,21.8,4.38,3.5,5.3,361.0,540.0
Grains,Dinner,532.0,18.4,13.8,42.5,10.78,0.6,19.4,18.0,612.0
Meat,Lunch,419.0,39.9,43.1,22.1,5.1,4.1,47.3,557.0,409.0
Vegetables,Snack,168.0,30.4,36.9,42.0,9.99,3.1,18.6,193.0,922.0
Meat,Lunch,294.0,13.4,92.6,26.5,4.76,8.1,41.3,523.0,433.0
Vegetables,Dinner,136.0,4.8,87.0,38.6,8.81,7.7,2.1,375.0,549.0
Vegetables,Lunch,487.0,4.6,12.4,49.5,10.08,4.9,27.6,236.0,801.0
Fruits,Dinner,532.0,19.0,73.4,24.0,4.78,3.3,21.9,804.0,370.0
Meat,Snack,275.0,19.7,34.6,24.8,5.4,8.5,29.8,699.0,683.0
Grains,Lunch,274.0,12.2,28.1,48.9,10.23,8.8,28.8,845.0,148.0
Fruits,Lunch,139.0,20.8,7.1,41.1,11.15,8.3,32.2,386.0,125.0
Meat,Lunch,239.0,43.3,82.1,15.7,3.31,4.7,47.4,752.0,817.0
Snacks,Lunch,404.0,44.0,45.1,22.4,5.64,4.8,12.5,413.0,384.0
Beverages,Lunch,244.0,23.1,54.4,30.1,6.19,5.0,38.1,237.0,643.0
Grains,Dinner,214.0,1.8,22.7,36.2,6.77,8.7,14.0,892.0,549.0
Meat,Dinner,177.0,29.1,38.4,23.5,5.28,6.6,39.9,265.0,847.0
Beverages,Snack,550.0,1.2,83.7,2.2,0.36,5.4,32.4,468.0,879.0
Vegetables,Lunch,94.0,7.8,92.6,6.7,1.54,2.9,2.3,408.0,765.0
Beverages,Snack,468.0,15.1,75.8,37.4,8.3,2.8,5.6,365.0,890.0
Vegetables,Snack,103.0,9.3,94.2,19.2,3.57,5.9,17.3,793.0,914.0
Beverages,Snack,336.0,21.4,35.8,43.2,10.34,4.6,9.6,205.0,287.0
Fruits,Lunch,80.0,14.4,43.4,46.4,9.36,4.2,28.4,239.0,832.0
Vegetables,Lunch,266.0,13.8,54.4,32.0,6.49,10.0,16.8,91.0,891.0
Vegetables,Breakfast,82.0,38.1,92.0,31.9,7.35,9.6,8.6,276.0,853.0
Vegetables,Snack,335.0,20.5,28.5,6.7,1.49,5.0,43.0,273.0,960.0
Meat,Dinner,426.0,3.0,18.5,12.9,2.33,8.3,42.4,553.0,328.0
Fruits,Breakfast,365.0,24.5,15.6,1.9,0.52,8.0,9.3,431.0,575.0
Vegetables,Snack,96.0,36.3,59.7,47.0,11.68,6.8,6.8,24.0,856.0
Beverages,Dinner,260.0,36.5,41.7,6.9,1.59,4.0,37.0,37.0,123.0
Snacks,Breakfast,314.0,45.7,89.7,6.4,1.35,4.0,44.5,990.0,875.0
Grains,Lunch,145.0,39.4,97.7,40.1,8.13,1.1,45.4,714.0,110.0
Grains,Breakfast,165.0,32.3,10.3,17.8,4.99,5.9,21.1,386.0,439.0
Vegetables,Lunch,303.0,15.5,69.5,32.1,5.98,1.4,49.7,614.0,945.0
Snacks,Lunch,245.0,37.1,61.3,23.3,6.2,1.0,3.3,868.0,268.0
Fruits,Lunch,539.0,16.3,17.3,45.3,10.46,4.0,43.4,756.0,181.0
Dairy,Dinner,335.0,33.4,23.4,44.5,13.46,7.5,2.6,544.0,974.0
Vegetables,Lunch,528.0,48.4,41.1,6.2,1.5,6.1,35.8,703.0,797.0
Beverages,Breakfast,408.0,34.1,21.7,45.8,11.96,8.1,18.6,958.0,415.0
Beverages,Breakfast,545.0,30.1,69.9,41.7,10.12,2.6,5.4,154.0,960.0
Snacks,Breakfast,135.0,29.0,88.1,41.6,8.7,8.6,17.5,134.0,727.0
Dairy,Dinner,540.0,16.6,79.1,6.4,1.28,1.0,15.0,842.0,204.0
Dairy,Breakfast,288.0,47.7,41.2,46.3,11.11,2.3,43.3,510.0,862.0
Grains,Dinner,570.0,5.4,48.5,46.8,8.97,5.5,13.6,542.0,370.0
Fruits,Lunch,399.0,4.1,55.2,32.9,6.59,5.2,7.5,813.0,837.0
Beverages,Dinner,371.0,30.8,92.6,18.0,4.26,5.7,5.1,582.0,578.0
Meat,Breakfast,511.0,31.1,61.4,39.1,8.34,4.1,32.0,851.0,291.0
Snacks,Dinner,512.0,28.9,89.7,8.3,1.67,3.5,27.4,217.0,719.0
Vegetables,Lunch,591.0,6.2,72.4,8.4,1.64,6.1,10.1,102.0,899.0
Meat,Snack,190.0,23.9,65.7,20.2,4.13,0.1,28.3,111.0,756.0
Meat,Lunch,532.0,43.8,21.7,30.1,8.11,8.1,19.2,12.0,264.0
Dairy,Breakfast,596.0,45.8,50.4,14.3,3.34,0.8,33.9,987.0,880.0
Fruits,Dinner,119.0,14.0,98.9,21.6,3.9,0.8,36.2,85.0,775.0
Grains,Lunch,120.0,13.8,33.9,42.1,8.71,5.7,29.5,711.0,862.0
Beverages,Lunch,185.0,25.5,30.5,14.7,3.77,4.8,7.7,863.0,865.0
Snacks,Snack,534.0,18.2,92.8,48.0,8.83,3.2,46.8,611.0,149.0
Snacks,Lunch,499.0,35.3,51.9,48.3,10.75,7.4,35.1,661.0,119.0
Snacks,Breakfast,189.0,25.4,48.6,22.4,4.72,0.2,46.3,999.0,501.0
Dairy,Dinner,323.0,1.6,24.3,11.7,2.04,3.8,27.2,588.0,280.0
Meat,Dinner,99.0,24.6,16.1,21.0,5.32,0.6,29.1,208.0,983.0
Fruits,Lunch,191.0,18.7,58.1,15.0,3.36,4.5,8.1,843.0,470.0
Vegetables,Snack,262.0,29.4,31.1,26.3,6.2,7.8,30.2,187.0,517.0
Meat,Snack,74.0,44.2,6.6,37.4,11.06,2.1,23.4,827.0,940.0
Grains,Dinner,565.0,23.6,11.3,22.4,5.9,9.2,28.5,630.0,382.0
Grains,Snack,185.0,15.7,95.7,11.9,2.15,5.9,47.1,251.0,827.0
Beverages,Snack,570.0,48.5,28.3,14.7,3.73,6.2,45.3,807.0,837.0
Snacks,Breakfast,395.0,8.2,27.1,49.0,10.02,0.3,19.3,436.0,718.0
Dairy,Breakfast,58.0,2.6,49.5,24.5,4.25,9.8,26.1,817.0,377.0
Grains,Breakfast,98.0,4.4,70.9,5.0,0.85,2.5,43.0,820.0,747.0
Meat,Lunch,52.0,41.4,88.0,25.0,5.2,8.2,43.5,401.0,206.0
Snacks,Snack,70.0,17.8,88.9,14.7,2.79,1.4,27.6,713.0,421.0
Dairy,Snack,118.0,3.4,70.0,25.8,4.42,9.6,29.9,776.0,152.0
Dairy,Snack,484.0,18.1,38.6,23.1,5.28,3.8,10.8,300.0,637.0
Fruits,Dinner,86.0,45.4,41.9,19.2,4.57,9.6,40.7,177.0,860.0
Snacks,Lunch,346.0,46.7,65.9,31.0,7.0,9.2,30.7,928.0,620.0
Snacks,Snack,215.0,42.9,37.9,13.4,3.19,8.5,49.2,542.0,746.0
Dairy,Snack,240.0,38.7,31.8,4.0,0.97,2.8,41.1,552.0,982.0
Fruits,Breakfast,558.0,8.8,6.7,37.8,10.02,6.1,9.2,50.0,960.0
Dairy,Lunch,380.0,11.6,82.1,15.8,2.9,1.1,28.1,222.0,981.0
Fruits,Breakfast,58.0,18.5,57.6,28.6,5.79,2.5,25.3,545.0,717.0
Snacks,Dinner,355.0,30.3,40.6,32.2,7.19,7.3,44.3,745.0,803.0
Vegetables,Snack,287.0,1.5,24.7,31.3,6.77,8.9,3.6,213.0,538.0
Grains,Dinner,75.0,31.3,35.5,47.6,10.89,9.9,48.0,303.0,296.0
Meat,Snack,433.0,11.5,13.7,42.7,10.76,1.6,8.8,510.0,195.0
Fruits,Breakfast,173.0,35.3,41.6,9.6,2.19,7.8,45.4,799.0,632.0
Beverages,Snack,247.0,3.0,17.4,43.7,8.18,1.6,26.0,109.0,850.0
Vegetables,Lunch,94.0,7.6,14.2,11.6,2.71,8.4,10.0,977.0,841.0
Fruits,Breakfast,246.0,30.7,22.5,46.2,11.38,3.8,39.0,18.0,873.0
Grains,Dinner,233.0,36.5,46.2,49.3,12.66,8.1,7.1,632.0,855.0
Snacks,Dinner,365.0,42.3,57.7,47.1,10.8,2.1,25.5,518.0,997.0
Vegetables,Dinner,425.0,29.8,13.3,4.9,1.31,3.4,26.0,821.0,961.0
Dairy,Dinner,525.0,34.7,93.5,24.9,5.01,5.6,41.6,200.0,226.0
Fruits,Snack,160.0,26.4,72.5,39.2,7.87,9.4,40.2,418.0,783.0
Vegetables,Breakfast,123.0,37.7,21.8,36.3,9.96,9.2,11.2,698.0,516.0
Fruits,Lunch,169.0,30.4,70.7,21.4,5.33,3.0,4.2,583.0,820.0
Beverages,Dinner,223.0,2.8,91.1,5.4,0.89,3.5,45.3,364.0,618.0
Meat,Snack,57.0,43.1,8.2,2.1,0.67,5.5,6.1,702.0,815.0
Fruits,Dinner,203.0,24.6,9.0,11.1,3.0,4.9,32.1,162.0,356.0
Grains,Lunch,386.0,30.5,7.2,7.1,2.01,9.9,30.2,384.0,754.0
Beverages,Snack,71.0,34.2,90.7,39.9,8.62,7.1,14.8,930.0,911.0
Meat,Breakfast,116.0,17.5,45.2,28.0,6.88,7.5,4.2,501.0,676.0
Snacks,Snack,543.0,32.0,78.4,6.6,1.35,6.9,37.1,429.0,713.0
Grains,Breakfast,216.0,47.7,40.4,20.0,6.39,0.5,0.6,889.0,644.0
Beverages,Lunch,265.0,13.6,50.7,26.1,5.09,3.8,31.6,253.0,328.0
Fruits,Lunch,542.0,18.3,99.1,47.2,8.61,5.4,48.9,441.0,766.0
Vegetables,Dinner,348.0,4.0,57.6,4.9,0.85,3.4,33.5,738.0,846.0
Dairy,Dinner,219.0,18.4,82.5,4.0,0.75,1.1,43.5,80.0,678.0
Grains,Snack,165.0,17.6,42.6,26.1,5.33,7.8,40.0,92.0,560.0
Vegetables,Lunch,320.0,49.8,23.9,21.8,6.11,0.5,11.4,802.0,683.0
Vegetables,Breakfast,259.0,15.3,58.0,7.8,1.59,2.0,17.4,72.0,282.0
Meat,Dinner,495.0,20.5,32.9,39.5,8.68,7.4,32.8,923.0,463.0
Fruits,Lunch,472.0,16.6,94.6,47.4,8.68,0.4,40.4,151.0,664.0
Snacks,Snack,488.0,43.0,77.4,45.4,9.77,8.1,36.1,868.0,479.0
Fruits,Snack,99.0,47.8,93.1,33.1,8.97,4.7,2.1,400.0,603.0
Beverages,Breakfast,404.0,27.1,22.0,6.1,1.5,4.6,30.0,636.0,796.0
Fruits,Dinner,306.0,17.3,43.8,17.5,3.75,3.0,17.3,772.0,448.0
Snacks,Dinner,403.0,43.6,49.0,24.8,6.22,2.1,11.2,855.0,608.0
Snacks,Lunch,129.0,25.8,59.3,38.4,8.0,8.6,32.3,947.0,566.0
Vegetables,Lunch,547.0,17.0,80.1,21.3,4.97,8.7,3.7,106.0,399.0
Fruits,Breakfast,319.0,1.4,82.3,33.5,6.62,5.7,6.1,125.0,521.0
Snacks,Lunch,582.0,19.1,44.1,18.4,3.91,5.9,23.1,961.0,360.0
Fruits,Breakfast,386.0,10.6,44.7,18.2,3.49,5.7,32.6,330.0,843.0
Dairy,Snack,516.0,23.0,73.6,28.9,6.4,9.2,8.9,569.0,400.0
Fruits,Dinner,415.0,4.8,21.4,3.6,0.68,2.2,38.9,922.0,157.0
Fruits,Snack,446.0,17.8,17.8,47.1,11.08,7.9,35.9,424.0,836.0
Fruits,Dinner,531.0,14.2,21.1,3.1,0.84,0.3,2.9,720.0,395.0
Meat,Breakfast,148.0,10.4,25.2,16.3,3.33,1.6,36.9,773.0,401.0
Vegetables,Lunch,328.0,20.6,84.2,9.2,2.16,3.4,4.0,25.0,129.0
Snacks,Lunch,392.0,7.9,15.1,11.9,2.59,5.7,22.8,377.0,104.0
Grains,Breakfast,504.0,23.7,10.2,14.0,3.76,8.0,24.9,687.0,139.0
Meat,Breakfast,531.0,36.4,64.5,7.0,1.49,0.9,48.6,134.0,729.0
Snacks,Breakfast,570.0,40.8,80.6,39.4,8.31,0.9,40.3,641.0,918.0
Dairy,Breakfast,410.0,41.8,95.7,7.2,1.55,0.9,19.9,525.0,359.0
Meat,Dinner,217.0,42.4,96.9,17.7,3.83,3.4,19.0,821.0,418.0
Grains,Lunch,183.0,7.7,69.5,40.5,7.83,0.1,12.5,351.0,352.0
Dairy,Breakfast,523.0,38.8,31.0,15.7,3.79,7.7,49.8,331.0,902.0
Dairy,Dinner,551.0,38.5,98.5,20.8,4.2,3.1,44.3,831.0,777.0
Dairy,Lunch,116.0,36.9,81.4,32.3,6.65,3.1,48.0,233.0,864.0
Fruits,Dinner,429.0,17.7,38.5,22.5,4.88,2.7,19.6,290.0,831.0
Snacks,Breakfast,362.0,4.2,84.4,31.9,5.45,4.1,31.2,288.0,952.0
Dairy,Breakfast,500.0,42.3,91.8,26.0,6.14,7.0,7.8,501.0,415.0
Vegetables,Snack,68.0,5.3,80.8,29.7,5.12,3.1,32.9,899.0,296.0
Grains,Lunch,130.0,17.8,74.6,16.2,3.08,5.0,38.6,798.0,623.0
Dairy,Snack,254.0,5.4,78.9,6.5,1.51,7.5,1.9,886.0,523.0
Snacks,Snack,115.0,31.0,26.3,17.7,4.25,5.9,43.9,164.0,540.0
Grains,Breakfast,556.0,2.2,85.6,44.0,7.28,6.1,37.6,742.0,584.0
Fruits,Dinner,225.0,44.1,56.5,5.9,1.32,2.1,48.6,429.0,547.0
Snacks,Snack,511.0,4.9,43.1,23.2,4.41,8.5,14.8,494.0,293.0
Dairy,Snack,400.0,48.6,72.9,5.3,1.16,5.4,49.7,315.0,164.0
Snacks,Lunch,470.0,44.7,54.3,4.2,0.96,5.1,38.4,418.0,155.0
Meat,Lunch,503.0,16.5,65.4,5.5,1.26,7.7,5.2,219.0,938.0
Beverages,Lunch,515.0,36.5,96.9,40.3,8.31,9.4,27.3,581.0,402.0
Fruits,Breakfast,372.0,27.1,64.6,41.6,9.63,6.6,8.3,518.0,287.0
Snacks,Snack,423.0,49.7,25.3,26.1,6.74,9.5,44.0,59.0,733.0
Beverages,Breakfast,573.0,38.0,75.0,32.6,7.23,1.8,18.1,829.0,221.0
Snacks,Snack,599.0,41.3,60.3,9.0,2.06,4.2,21.7,988.0,546.0
Dairy,Snack,377.0,29.9,48.2,18.2,4.14,6.5,18.9,61.0,661.0
Grains,Lunch,545.0,42.8,34.4,5.0,1.25,4.2,22.3,189.0,527.0
Grains,Lunch,217.0,28.2,31.8,38.5,9.24,3.9,19.2,732.0,253.0
Grains,Snack,492.0,35.0,31.5,13.2,3.21,8.9,28.0,404.0,810.0
Beverages,Breakfast,500.0,14.1,7.8,8.0,2.03,7.2,36.8,754.0,526.0
Meat,Dinner,111.0,7.5,99.6,14.0,2.65,1.5,12.3,667.0,325.0
Grains,Breakfast,468.0,38.7,59.8,43.2,9.79,4.8,22.5,973.0,930.0
Dairy,Dinner,599.0,8.7,12.7,15.7,3.46,2.9,35.8,831.0,373.0
Beverages,Dinner,381.0,41.2,38.8,23.0,6.97,6.4,1.5,784.0,931.0
Dairy,Snack,131.0,11.3,83.5,41.8,7.61,6.7,29.7,909.0,679.0
Meat,Snack,283.0,6.9,46.1,27.3,5.67,7.1,8.0,632.0,955.0
Beverages,Breakfast,94.0,36.5,47.6,44.6,10.1,2.5,36.4,381.0,236.0
Snacks,Dinner,220.0,6.7,28.7,11.1,2.1,3.0,39.8,922.0,980.0
Meat,Dinner,383.0,19.0,40.7,31.9,6.69,7.8,33.9,529.0,397.0
Fruits,Dinner,573.0,37.2,86.9,40.1,8.9,4.8,13.3,718.0,270.0
Dairy,Dinner,520.0,24.9,73.3,39.1,8.39,2.9,13.5,603.0,896.0
Meat,Snack,419.0,4.1,20.3,9.6,1.78,6.7,38.2,760.0,412.0
Meat,Breakfast,458.0,34.9,70.1,17.4,3.65,9.6,42.6,654.0,468.0
Fruits,Snack,54.0,48.9,62.7,19.9,4.67,7.0,20.4,792.0,918.0
Vegetables,Dinner,125.0,32.0,27.3,11.5,3.38,3.4,2.8,277.0,405.0
Grains,Breakfast,488.0,32.9,30.8,37.5,9.82,4.3,9.0,248.0,254.0
Dairy,Breakfast,433.0,35.0,94.9,22.8,4.54,5.2,49.8,125.0,851.0
Meat,Lunch,250.0,29.5,32.1,11.3,2.8,3.7,13.4,37.0,214.0
Vegetables,Snack,346.0,36.8,42.3,20.5,5.3,9.2,7.6,349.0,110.0
Snacks,Dinner,183.0,49.0,96.4,29.7,6.65,3.0,16.1,326.0,233.0
Dairy,Breakfast,182.0,41.3,58.2,23.9,5.83,9.3,10.4,717.0,967.0
Grains,Lunch,106.0,26.1,47.5,22.6,5.31,6.5,10.5,749.0,899.0
Grains,Dinner,350.0,16.9,34.2,47.9,10.4,5.1,22.2,752.0,644.0
Vegetables,Breakfast,547.0,7.9,67.1,24.2,4.32,0.8,34.2,961.0,401.0
Beverages,Snack,413.0,17.1,73.2,42.7,8.2,1.2,30.6,289.0,872.0
Dairy,Dinner,62.0,30.9,24.5,15.2,3.9,6.5,15.7,231.0,737.0
Meat,Dinner,424.0,39.4,23.0,42.3,11.29,7.7,16.1,510.0,789.0
Beverages,Breakfast,134.0,13.0,39.8,44.1,8.65,4.1,45.0,312.0,504.0
Grains,Breakfast,257.0,4.9,95.7,21.4,3.59,6.2,42.3,372.0,869.0
Snacks,Lunch,114.0,23.2,51.8,32.8,6.89,0.0,30.2,462.0,547.0
Vegetables,Breakfast,173.0,36.3,53.1,32.8,8.87,6.9,3.3,671.0,739.0
Snacks,Dinner,478.0,6.4,26.4,42.0,7.91,7.0,45.9,452.0,835.0
Vegetables,Lunch,371.0,14.3,95.3,35.9,6.47,9.3,41.5,743.0,474.0
Beverages,Dinner,282.0,44.6,96.7,32.5,7.56,0.5,9.1,603.0,853.0
Beverages,Dinner,193.0,21.8,57.8,15.9,4.48,5.1,0.5,959.0,697.0
Snacks,Breakfast,129.0,26.9,30.3,48.4,13.4,4.7,3.7,600.0,578.0
Beverages,Breakfast,98.0,23.8,32.7,39.9,9.45,8.2,15.2,186.0,193.0
Dairy,Dinner,554.0,11.7,69.9,11.1,2.01,9.0,47.7,20.0,1000.0
Fruits,Snack,419.0,4.6,72.8,48.7,8.4,4.6,31.8,471.0,552.0
Fruits,Snack,200.0,37.0,74.7,34.7,7.62,1.4,19.7,305.0,619.0
Vegetables,Dinner,590.0,21.1,24.7,41.5,9.56,1.8,34.1,946.0,373.0
Meat,Breakfast,175.0,20.1,26.6,17.7,4.95,3.2,2.5,937.0,104.0
Snacks,Snack,188.0,49.4,16.7,34.6,9.51,1.2,29.4,928.0,859.0
Grains,Dinner,364.0,33.8,18.5,23.6,6.11,1.9,30.8,40.0,979.0
Beverages,Snack,586.0,22.7,88.9,45.8,10.72,4.6,4.3,262.0,911.0
Fruits,Lunch,374.0,31.7,5.1,18.1,5.46,8.1,14.3,600.0,684.0
Snacks,Breakfast,76.0,15.2,69.2,13.7,3.08,2.2,5.4,761.0,416.0
Beverages,Breakfast,240.0,20.0,18.7,14.6,3.56,9.8,22.4,396.0,951.0
Vegetables,Lunch,51.0,1.7,30.3,15.7,2.8,9.3,19.6,218.0,283.0
Fruits,Lunch,526.0,40.2,69.0,22.5,4.89,0.3,34.5,256.0,366.0
Vegetables,Breakfast,141.0,33.7,43.2,10.2,2.39,4.8,20.4,414.0,324.0
Meat,Lunch,248.0,46.7,74.4,35.9,8.51,3.7,11.9,621.0,262.0
Snacks,Dinner,421.0,20.1,90.2,36.1,7.1,2.5,20.4,405.0,876.0
Snacks,Breakfast,563.0,4.0,20.9,37.4,6.92,7.6,37.5,220.0,903.0
Fruits,Dinner,232.0,39.0,9.9,21.9,6.26,1.6,22.1,457.0,896.0
Fruits,Lunch,218.0,1.5,39.7,35.1,5.82,5.3,43.0,972.0,907.0
Grains,Snack,215.0,34.3,47.6,2.3,0.51,4.4,49.0,853.0,969.0
Meat,Breakfast,193.0,38.5,19.8,22.9,5.96,9.5,34.1,827.0,348.0
Vegetables,Lunch,596.0,31.8,23.7,11.1,2.86,8.4,16.8,988.0,339.0
Vegetables,Breakfast,188.0,23.5,66.4,25.7,5.15,6.4,38.6,399.0,646.0
Dairy,Breakfast,93.0,3.8,60.6,14.2,2.43,5.0,36.4,44.0,590.0
Snacks,Lunch,560.0,1.8,73.6,21.5,3.53,7.2,42.1,607.0,495.0
Vegetables,Lunch,75.0,16.5,31.1,30.0,6.52,10.0,25.3,547.0,598.0
Snacks,Lunch,544.0,49.9,23.2,30.7,10.4,4.6,0.7,626.0,664.0
Dairy,Snack,345.0,38.6,7.9,44.7,12.93,5.9,23.9,960.0,251.0
Beverages,Dinner,59.0,16.3,10.0,8.2,2.15,4.2,16.9,271.0,290.0
Meat,Dinner,572.0,23.5,79.3,26.7,5.36,3.5,24.8,131.0,939.0
Meat,Dinner,328.0,44.6,78.2,14.6,3.13,7.4,44.1,728.0,723.0
Meat,Breakfast,240.0,24.5,40.8,41.8,9.08,8.8,37.1,942.0,424.0
Fruits,Dinner,562.0,14.8,65.5,36.7,6.87,4.4,45.2,809.0,787.0
Vegetables,Dinner,431.0,1.1,90.7,14.7,2.46,4.8,27.2,9.0,964.0
Meat,Lunch,227.0,31.7,21.2,26.1,7.55,7.3,4.8,526.0,485.0
Vegetables,Dinner,346.0,39.3,23.1,14.9,3.79,7.4,38.4,192.0,301.0
Meat,Dinner,555.0,15.6,95.5,46.0,9.9,9.5,6.3,439.0,404.0
Snacks,Snack,285.0,12.8,33.7,7.6,1.82,4.5,5.3,480.0,626.0
Fruits,Lunch,529.0,31.3,31.0,40.3,9.47,2.7,41.1,93.0,624.0
Snacks,Dinner,226.0,31.6,33.0,20.8,4.82,5.6,47.2,159.0,598.0
Snacks,Snack,155.0,17.5,45.9,9.8,2.15,9.3,12.6,571.0,288.0
Snacks,Snack,65.0,40.1,34.9,10.2,2.8,4.0,6.0,465.0,646.0
Beverages,Breakfast,163.0,42.5,38.1,19.0,5.41,2.5,3.8,132.0,124.0
Beverages,Lunch,115.0,49.5,37.7,43.8,10.83,5.4,33.4,360.0,796.0
Vegetables,Breakfast,374.0,10.1,37.7,7.2,1.39,8.4,37.9,996.0,960.0
Vegetables,Snack,341.0,13.8,16.9,39.4,9.51,6.1,14.2,118.0,867.0
Grains,Breakfast,55.0,14.9,66.1,28.6,5.34,4.1,47.1,805.0,415.0
Meat,Lunch,203.0,43.7,88.7,49.4,10.54,2.8,30.2,943.0,891.0
Snacks,Breakfast,338.0,28.0,72.4,31.6,6.65,6.7,21.5,397.0,651.0
Vegetables,Breakfast,273.0,27.7,98.6,31.4,6.2,7.4,28.4,763.0,473.0
Beverages,Dinner,460.0,29.0,42.1,31.9,7.15,2.9,31.4,372.0,259.0
Grains,Breakfast,198.0,47.5,59.3,7.3,1.66,2.7,40.4,54.0,995.0
Dairy,Lunch,269.0,36.5,90.1,45.8,9.77,3.6,19.4,226.0,199.0
Beverages,Snack,368.0,40.1,16.5,8.1,2.16,3.2,36.8,730.0,191.0
Grains,Snack,444.0,37.2,23.9,5.4,1.45,9.3,11.9,9.0,694.0
Grains,Snack,130.0,31.1,37.7,7.5,2.11,6.3,2.7,800.0,380.0
Grains,Lunch,510.0,36.7,68.2,24.7,5.29,6.4,35.7,142.0,836.0
Vegetables,Dinner,143.0,46.3,29.9,38.6,9.7,3.0,39.5,901.0,376.0
Fruits,Snack,94.0,16.7,89.4,43.7,8.03,6.9,43.7,617.0,866.0
Grains,Snack,426.0,41.0,30.0,13.8,4.17,3.7,2.5,986.0,975.0
Fruits,Breakfast,310.0,31.9,36.5,1.4,0.34,2.8,15.0,961.0,898.0
Dairy,Breakfast,597.0,23.7,49.0,40.8,8.9,2.5,20.0,496.0,765.0
Vegetables,Lunch,187.0,36.6,98.3,1.2,0.25,8.8,21.0,326.0,529.0
Vegetables,Breakfast,51.0,23.7,23.5,29.2,7.03,7.6,24.3,339.0,757.0
Meat,Dinner,219.0,20.2,87.0,26.3,5.02,6.4,34.4,968.0,511.0
Grains,Dinner,209.0,6.6,90.2,41.9,8.26,4.6,8.5,433.0,557.0
Fruits,Lunch,256.0,49.3,50.6,47.5,11.29,4.4,29.9,935.0,836.0
Vegetables,Snack,554.0,10.1,18.1,2.9,0.62,1.5,37.2,243.0,231.0
Dairy,Lunch,471.0,19.8,32.2,40.9,8.91,0.2,37.6,495.0,389.0
Snacks,Dinner,458.0,18.4,87.9,31.5,6.16,3.2,20.1,739.0,305.0
Meat,Snack,57.0,14.2,56.6,42.5,8.15,5.7,36.0,793.0,620.0
Beverages,Dinner,365.0,3.4,72.6,30.0,5.26,9.5,21.8,581.0,228.0
Vegetables,Lunch,574.0,36.5,79.7,38.6,9.04,9.4,8.3,931.0,521.0
Fruits,Snack,342.0,4.6,81.6,9.6,1.64,3.6,33.3,44.0,589.0
Beverages,Snack,64.0,46.5,39.2,49.3,13.45,5.4,6.8,362.0,542.0
Grains,Snack,206.0,13.0,9.4,34.5,8.48,2.4,34.8,631.0,157.0
Fruits,Breakfast,430.0,6.8,73.2,44.7,10.1,6.3,2.9,140.0,189.0
Beverages,Lunch,189.0,41.7,76.6,21.5,4.61,8.2,36.4,737.0,452.0
Beverages,Dinner,197.0,22.5,33.8,15.6,3.52,0.4,24.9,56.0,588.0
Meat,Lunch,165.0,14.8,49.2,18.1,4.57,5.5,2.3,539.0,214.0
Meat,Breakfast,170.0,43.2,82.8,3.7,0.83,3.9,16.3,705.0,136.0
Fruits,Dinner,332.0,38.8,25.1,25.0,6.47,9.8,21.4,786.0,934.0
Meat,Lunch,369.0,7.1,39.0,15.0,2.87,3.7,21.7,791.0,725.0
Meat,Lunch,227.0,16.8,41.0,30.7,6.36,8.0,29.6,499.0,862.0
Dairy,Dinner,191.0,32.5,75.0,21.5,4.49,8.9,30.8,55.0,148.0
Fruits,Snack,591.0,46.5,16.7,45.9,12.66,8.4,24.2,361.0,707.0
Vegetables,Breakfast,367.0,2.3,92.2,4.0,0.66,2.6,34.6,448.0,418.0
Dairy,Dinner,448.0,6.7,13.5,5.2,1.16,3.5,15.1,827.0,354.0
Snacks,Breakfast,139.0,7.2,88.1,6.4,1.13,8.7,27.1,747.0,435.0
Meat,Dinner,354.0,23.7,16.8,8.2,2.05,1.4,30.6,675.0,192.0
Dairy,Snack,309.0,2.7,90.4,34.4,5.8,4.3,29.7,14.0,493.0
Snacks,Lunch,158.0,34.9,49.5,49.0,13.54,5.2,2.7,227.0,145.0
Snacks,Snack,532.0,31.2,63.0,48.1,10.12,1.9,39.9,813.0,216.0
